type,price,station,beds,baths,receptions,post_code,location
flat,195000.0,1.1,2,1,1,M20,manchester
semi-detached,280000.0,1.1,3,1,2,SK1,stockport
detached,425000.0,,4,2,2,WN6,wigan
flat,140000.0,0.7,1,1,1,M16,manchester
semi-detached,170000.0,1.4,2,1,1,M43,manchester
flat,240000.0,0.5,2,2,1,SK8,stockport
flat,105000.0,,1,1,1,M5,salford
detached,320000.0,,3,2,2,BL8,bury
end terrace,120000.0,,2,1,1,M26,manchester
flat,365000.0,0.3,2,1,1,M3,salford
flat,110000.0,1.1,1,1,1,M14,manchester
semi-detached,310000.0,0.6,5,2,3,M12,manchester
semi-detached,200000.0,0.3,3,1,1,M18,manchester
flat,350000.0,0.3,2,1,1,M4,manchester
terraced,110000.0,2.2,2,1,1,WN2,wigan
detached,645000.0,1.5,4,3,0,OL16,rochdale
flat,287899.0,0.7,3,2,0,M5,manchester
semi-detached,185000.0,2.5,3,1,2,M8,manchester
semi-detached,190000.0,0.5,2,1,1,SK5,cheshire
flat,170000.0,1.0,2,1,0,BL1,bolton
flat,200000.0,0.8,2,1,1,M5,salford
end terrace,210000.0,,3,2,2,OL4,oldham
flat,179950.0,0.8,2,2,1,M50,salford
terraced,185000.0,1.2,2,1,1,SK8,cheadle
flat,435000.0,,2,2,1,M45,manchester
semi-detached,360000.0,1.4,3,1,3,M20,manchester
detached,290000.0,0.4,5,2,1,M40,manchester
flat,195000.0,,1,1,1,BL0,bury
flat,177950.0,0.8,1,1,0,M5,manchester
flat,137000.0,0.4,1,1,0,M3,manchester
end terrace,199950.0,1.6,4,1,1,WN2,wigan
flat,135000.0,0.7,1,1,1,M5,salford
end terrace,160000.0,0.5,1,1,2,SK15,stalybridge
flat,210000.0,0.3,2,2,1,M4,manchester
terraced,160000.0,0.1,2,1,1,SK14,hyde
flat,265000.0,0.5,1,1,0,M5,salford
flat,172950.0,0.7,1,1,0,M5,manchester
flat,275000.0,0.6,3,1,0,M5,manchester
flat,229995.0,0.1,2,1,0,M1,manchester
flat,190000.0,0.4,2,1,0,M3,manchester
flat,150000.0,0.9,1,1,0,M5,manchester
semi-detached,255000.0,,3,0,0,BL9,bury
semi-detached,180000.0,1.5,2,1,1,WN7,leigh
detached,550000.0,0.8,3,2,2,M41,manchester
terraced,295000.0,1.1,3,1,2,BL7,bolton
end terrace,150000.0,0.7,2,1,1,SK14,hyde
semi-detached,225000.0,,4,2,2,BL8,bury
terraced,219950.0,0.7,5,3,2,BL4,bolton
end terrace,165000.0,0.4,3,1,1,M46,manchester
flat,282500.0,0.5,2,2,1,M4,manchester
flat,185000.0,0.8,2,1,1,M27,manchester
terraced,220000.0,,3,1,2,BL9,bury
terraced,85000.0,2.6,2,1,1,WN7,leigh
flat,107500.0,,2,0,0,M26,manchester
detached,150000.0,2.7,5,1,2,WN8,skelmersdale
flat,120000.0,0.6,1,1,1,SK14,hyde
semi-detached,169950.0,1.7,3,0,0,BL3,bolton
flat,298750.0,0.6,2,2,1,WA14,altrincham
flat,298750.0,0.6,2,2,1,WA14,altrincham
terraced,262995.0,0.6,2,1,0,M13,manchester
flat,285000.0,0.1,2,1,1,SK8,cheadle
semi-detached,949500.0,,4,3,4,M45,manchester
detached,330000.0,2.6,4,2,1,WN6,wigan
flat,220000.0,0.1,2,1,0,SK6,stockport
terraced,119950.0,,2,1,2,OL9,oldham
flat,260000.0,0.5,1,1,0,M5,salford
flat,160000.0,1.4,1,1,1,M20,manchester
end terrace,120000.0,1.2,2,1,2,BL1,manchester
flat,250000.0,0.5,2,1,1,M3,manchester
detached,489000.0,0.8,4,2,2,SK6,stockport
flat,230000.0,1.3,2,1,1,M20,manchester
flat,299995.0,0.9,2,2,1,M50,salford
terraced,299950.0,1.0,4,3,2,SK14,hyde
semi-detached,299950.0,0.4,3,1,0,SK6,stockport
semi-detached,187950.0,1.3,3,2,1,BL3,bolton
detached,400000.0,2.2,3,1,2,M33,sale
semi-detached,260000.0,0.5,3,2,3,M34,manchester
flat,295000.0,0.2,1,1,1,M15,manchester
flat,275000.0,0.2,1,1,1,M15,manchester
flat,185000.0,0.8,2,1,1,M27,manchester
detached,290000.0,2.0,4,3,3,WN8,skelmersdale
terraced,170000.0,0.5,2,1,0,M19,manchester
semi-detached,310000.0,0.4,3,1,0,M19,manchester
terraced,160000.0,,3,1,2,BL1,bolton
terraced,210000.0,0.2,2,1,0,SK6,stockport
detached,360000.0,2.3,4,1,2,WN6,wigan
flat,115000.0,,1,1,1,BL1,bolton
flat,144000.0,0.4,2,1,1,M41,manchester
semi-detached,447950.0,1.0,4,2,2,SK6,stockport
flat,143500.0,0.3,2,1,1,SK1,stockport
flat,278995.0,0.9,3,2,1,M50,salford
end terrace,185000.0,1.7,3,1,1,OL12,rochdale
detached,900000.0,1.4,4,3,3,M28,manchester
flat,175995.0,0.9,1,1,1,M50,salford
flat,235995.0,0.9,2,2,1,M50,salford
flat,180000.0,0.1,1,1,0,M3,manchester
flat,180000.0,0.8,1,1,0,M5,manchester
flat,150000.0,0.4,1,1,1,M1,manchester
detached,300000.0,,4,1,3,BL1,bolton
terraced,100000.0,2.8,2,1,1,WN7,leigh
semi-detached,229950.0,,4,2,1,M24,manchester
detached,315000.0,0.8,3,2,1,M28,manchester
flat,130000.0,,2,1,1,M7,salford
semi-detached,250000.0,1.4,3,1,2,M22,manchester
semi-detached,200000.0,1.8,3,1,1,BL1,lancashire
flat,299750.0,0.6,2,2,1,WA14,altrincham
flat,299750.0,0.6,2,2,1,WA14,altrincham
flat,215000.0,0.6,2,1,1,SK8,cheadle
end terrace,200000.0,,3,1,2,M25,manchester
terraced,210000.0,0.6,3,1,1,M6,salford
terraced,125000.0,0.3,2,1,0,SK14,hyde
terraced,195000.0,1.1,4,1,1,BL1,bolton
flat,124950.0,,1,1,1,WA14,altrincham
terraced,230000.0,0.2,2,1,0,SK7,stockport
flat,325000.0,0.9,2,1,1,M22,manchester
flat,190000.0,0.2,2,1,1,M3,manchester
semi-detached,210000.0,2.5,3,1,3,WN7,manchester
end terrace,240000.0,2.6,4,2,2,M23,manchester
flat,170000.0,0.4,1,1,1,M4,manchester
terraced,155000.0,0.4,2,1,1,SK14,hyde
flat,125000.0,0.6,2,1,1,M18,manchester
flat,199950.0,0.3,2,1,0,M3,manchester
end terrace,140000.0,1.4,3,1,2,WN2,wigan
flat,321000.0,0.8,3,1,0,M5,manchester
flat,197995.0,0.9,2,1,0,M16,manchester
flat,155000.0,0.2,2,1,0,SK3,stockport
flat,105000.0,0.6,1,1,0,SK14,hyde
terraced,230000.0,0.6,2,1,0,SK6,stockport
semi-detached,420000.0,0.3,4,2,0,SK6,stockport
semi-detached,440000.0,0.8,4,2,0,SK15,stalybridge
detached,340000.0,1.2,3,2,0,SK15,stalybridge
semi-detached,240000.0,0.6,3,1,0,M34,manchester
flat,309750.0,0.6,2,2,1,WA14,altrincham
flat,309750.0,0.6,2,2,1,WA14,altrincham
end terrace,100000.0,2.8,2,1,1,WN7,manchester
semi-detached,330000.0,1.4,3,1,2,WN1,wigan
flat,240000.0,0.7,2,2,1,M14,manchester
semi-detached,150000.0,1.3,3,1,2,M38,manchester
terraced,200000.0,0.5,2,1,2,SK7,stockport
flat,105000.0,0.0,2,1,1,WN2,wigan
flat,125000.0,,2,1,1,M26,manchester
flat,160000.0,0.6,2,1,1,M15,manchester
flat,1500000.0,0.7,3,2,2,M5,salford
flat,210000.0,0.3,1,1,1,M4,manchester
flat,340000.0,0.2,2,1,1,WA14,altrincham
semi-detached,250000.0,2.2,4,2,2,OL4,oldham
flat,168000.0,0.6,1,1,1,M32,manchester
flat,275527.0,0.2,1,1,1,M15,manchester
terraced,215250.0,1.2,3,2,2,M40,manchester
flat,140250.0,,2,0,0,BL2,bolton
flat,125250.0,,1,0,0,BL2,bolton
flat,116250.0,,1,0,0,BL2,bolton
flat,310750.0,0.6,2,2,1,WA14,altrincham
flat,290750.0,0.6,2,2,1,WA14,altrincham
semi-detached,275000.0,0.2,3,1,2,SK2,manchester
terraced,170000.0,0.8,2,1,1,SK14,hyde
flat,110000.0,,2,1,1,M5,salford
detached,350000.0,,4,2,1,OL2,oldham
detached,325000.0,,4,2,1,OL2,oldham
semi-detached,330000.0,2.1,3,2,3,M21,manchester
semi-detached,300000.0,,3,2,2,BL9,bury
semi-detached,300000.0,,2,1,1,BL8,bury
terraced,169950.0,1.5,3,1,2,BL1,bolton
terraced,265000.0,0.4,3,3,1,SK5,stockport
terraced,150000.0,2.6,2,1,2,M23,manchester
semi-detached,190000.0,0.5,3,1,1,M34,manchester
detached,250000.0,4.2,4,1,1,BL0,bury
semi-detached,190000.0,0.9,2,1,1,BL5,bolton
semi-detached,600000.0,1.0,2,1,2,SK12,stockport
semi-detached,595000.0,1.5,4,3,3,M33,sale
flat,230000.0,0.3,2,2,1,M4,manchester
flat,278995.0,0.9,3,2,1,M50,manchester
flat,175995.0,0.9,1,1,1,M50,manchester
flat,235995.0,0.9,2,2,1,M50,manchester
flat,369995.0,0.6,3,2,1,M16,manchester
flat,234995.0,0.6,2,2,1,M16,manchester
flat,129995.0,0.6,1,1,1,M16,manchester
flat,248995.0,0.6,2,1,1,M16,manchester
flat,190000.0,0.2,1,1,1,M3,salford
flat,140000.0,1.7,2,0,0,BL6,bolton
flat,199950.0,,2,3,1,BL1,bolton
end terrace,110000.0,0.9,2,2,2,WN4,wigan
terraced,175000.0,1.1,2,0,0,M28,manchester
semi-detached,220000.0,,3,0,0,OL11,rochdale
terraced,130000.0,3.4,3,0,0,OL1,oldham
terraced,90000.0,1.0,2,1,1,OL12,rochdale
flat,199750.0,0.6,1,1,1,WA14,altrincham
detached,430000.0,3.4,4,2,2,WN7,manchester
detached,290000.0,,3,1,2,SK15,manchester
detached,330000.0,2.3,4,2,2,OL11,rochdale
flat,100000.0,0.4,1,1,1,BL1,bolton
terraced,155000.0,1.5,2,1,2,M14,manchester
detached,355000.0,1.6,4,4,3,BL1,bolton
terraced,200000.0,2.6,3,2,1,WN6,wigan
detached,310000.0,,3,2,2,BL9,bury
semi-detached,140000.0,0.2,2,1,2,WN5,wigan
semi-detached,375000.0,1.3,2,1,2,SK12,stockport
semi-detached,135000.0,0.9,2,1,1,OL9,oldham
terraced,170000.0,1.6,4,2,1,M9,manchester
semi-detached,625000.0,1.1,5,1,3,M16,manchester
semi-detached,235000.0,,4,2,2,M6,salford
terraced,140000.0,2.4,2,1,1,M8,manchester
flat,110000.0,0.5,1,1,1,M3,manchester
flat,165000.0,0.1,1,1,1,M3,salford
flat,200000.0,0.7,2,1,1,M5,salford
flat,110000.0,0.6,1,1,0,M16,manchester
flat,132995.0,0.4,1,1,0,M3,manchester
flat,210000.0,0.5,2,2,1,WA14,altrincham
flat,55000.0,0.5,1,1,1,M11,manchester
semi-detached,225000.0,0.7,4,2,1,M40,manchester
flat,625000.0,0.2,4,2,2,M3,manchester
flat,210000.0,0.1,1,1,1,SK8,cheadle
detached,365000.0,2.1,4,0,0,WN7,leigh
semi-detached,439950.0,0.3,4,2,4,SK8,cheadle
semi-detached,160000.0,2.1,3,2,2,WN8,skelmersdale
terraced,135000.0,0.6,2,1,1,BL1,bolton
detached,330000.0,,4,1,2,BL9,bury
terraced,250000.0,0.3,4,2,2,BL5,bolton
terraced,105000.0,0.8,2,1,1,M38,manchester
flat,95000.0,2.2,2,1,1,M9,manchester
semi-detached,220000.0,0.4,3,1,1,M34,manchester
terraced,180000.0,1.7,3,1,2,M9,manchester
detached,550000.0,0.1,5,3,2,WN6,wigan
flat,170000.0,,2,2,1,M25,manchester
flat,75000.0,,1,1,1,M25,manchester
detached,585000.0,,5,2,3,BL8,bury
flat,299950.0,0.3,1,1,1,M15,manchester
flat,410000.0,0.3,2,2,1,M15,manchester
detached,435000.0,,4,2,2,BL8,bury
flat,145000.0,1.1,2,1,0,M22,manchester
flat,165000.0,0.4,1,1,1,M50,salford
flat,390000.0,0.3,2,2,1,M15,manchester
flat,330000.0,0.4,2,2,1,M3,manchester
end terrace,150000.0,0.7,3,2,2,BL6,bolton
flat,450000.0,0.3,2,2,1,M15,manchester
terraced,280000.0,1.0,2,1,2,SK1,stockport
terraced,150000.0,1.0,2,1,2,M6,salford
terraced,195000.0,1.2,3,1,0,M11,manchester
flat,170000.0,0.5,2,2,0,M4,manchester
detached,450000.0,0.5,4,1,2,SK12,cheshire
detached,525000.0,2.0,4,1,2,M33,manchester
semi-detached,550000.0,,4,1,3,M25,manchester
semi-detached,280000.0,1.4,3,1,2,SK2,cheshire
terraced,185000.0,,3,1,1,BL2,bolton
flat,185000.0,0.7,1,1,0,M5,manchester
semi-detached,160000.0,,3,1,1,OL2,oldham
end terrace,235000.0,0.9,2,1,1,SK8,cheadle
semi-detached,175000.0,1.4,4,1,2,M22,manchester
terraced,139950.0,0.0,2,1,2,M18,manchester
detached,575000.0,3.4,4,3,2,WN7,lancashire
flat,215000.0,3.5,2,1,1,WN7,leigh
detached,425000.0,1.6,4,1,3,M23,manchester
semi-detached,400000.0,0.3,4,1,1,M41,manchester
flat,345950.0,0.6,2,1,1,SK8,cheadle
flat,175995.0,0.9,1,1,1,M50,salford
flat,289995.0,0.9,3,2,1,M50,salford
flat,240995.0,0.9,2,1,2,M50,salford
flat,299995.0,0.9,2,2,1,M50,salford
terraced,170000.0,0.9,3,1,1,SK2,cheshire
flat,240000.0,0.7,2,2,0,M5,manchester
end terrace,149950.0,,2,1,1,OL9,oldham
flat,200000.0,1.7,2,1,1,M16,manchester
semi-detached,390000.0,0.0,4,2,3,SK12,stockport
semi-detached,180000.0,0.3,3,1,1,OL9,oldham
flat,189950.0,0.3,1,1,1,M3,salford
flat,199995.0,0.3,2,1,0,M4,manchester
flat,210000.0,1.1,2,1,0,M50,salford
semi-detached,110000.0,1.3,2,1,1,WN6,wigan
terraced,110000.0,2.1,3,1,1,WN8,lancashire
terraced,140000.0,0.2,2,1,2,M30,manchester
terraced,180000.0,0.5,2,1,1,M28,manchester
terraced,105000.0,2.1,2,1,1,WN7,wigan
terraced,210000.0,1.7,4,1,0,OL8,oldham
detached,299995.0,2.3,3,1,2,OL8,oldham
semi-detached,240000.0,,3,1,1,BL8,bury
flat,50000.0,2.7,1,0,0,WN7,leigh
flat,55000.0,2.7,1,0,0,WN7,leigh
semi-detached,1700000.0,,5,4,2,WA14,altrincham
detached,375000.0,1.6,3,2,3,WA15,altrincham
terraced,170000.0,,3,1,2,BL8,bury
semi-detached,295000.0,,3,1,1,M25,manchester
semi-detached,220000.0,1.6,3,1,2,BL4,bolton
flat,210000.0,,2,2,1,M25,manchester
flat,248995.0,1.3,2,2,1,M16,manchester
flat,267995.0,1.3,2,2,1,M16,manchester
flat,234995.0,1.3,2,2,1,M16,manchester
terraced,155000.0,0.6,3,1,1,SK14,hyde
semi-detached,140000.0,1.5,2,1,1,M38,manchester
flat,210000.0,,2,2,1,M25,manchester
flat,286000.0,0.2,1,1,1,M15,manchester
flat,125000.0,0.3,1,1,1,SK5,stockport
terraced,125000.0,0.8,3,1,1,WN6,wigan
semi-detached,345000.0,0.7,3,2,3,SK8,cheshire
terraced,75000.0,1.1,3,1,1,WN8,skelmersdale
detached,285000.0,0.8,3,2,1,WN3,wigan
flat,300000.0,0.3,2,2,1,M4,manchester
detached,330000.0,0.5,5,2,2,WN1,wigan
semi-detached,300000.0,,5,3,2,M26,manchester
flat,1176000.0,0.6,3,3,2,M15,manchester
detached,330000.0,0.5,5,1,3,WN1,manchester
terraced,190000.0,0.4,3,2,2,M18,manchester
semi-detached,300000.0,0.6,3,1,2,SK2,stockport
semi-detached,200000.0,0.5,3,3,2,WN1,lancashire
flat,310000.0,0.2,2,2,1,M4,manchester
flat,275000.0,0.1,2,2,1,M1,manchester
flat,270000.0,0.1,2,2,1,M1,manchester
flat,180000.0,0.2,1,1,1,M4,manchester
flat,300000.0,0.2,2,2,1,M4,manchester
flat,325000.0,0.2,2,2,1,M4,manchester
terraced,160000.0,0.3,3,1,1,SK14,manchester
flat,443000.0,0.6,3,2,1,M15,manchester
flat,170000.0,0.3,1,0,0,M3,salford
semi-detached,465000.0,,4,3,3,OL7,ashtonunderlyne
flat,130000.0,0.3,1,1,1,SK5,stockport
terraced,225000.0,,2,1,1,BL7,bolton
end terrace,564950.0,0.1,5,2,2,BL7,bolton
flat,115000.0,,1,1,1,BL1,bolton
flat,196750.0,0.6,1,1,1,WA14,altrincham
flat,279750.0,0.6,2,2,1,WA14,altrincham
terraced,265000.0,0.2,3,1,2,M41,manchester
terraced,210000.0,1.9,2,1,2,OL4,oldham
flat,190000.0,2.1,2,2,1,WN6,wigan
flat,394900.0,0.2,2,2,1,M15,manchester
semi-detached,370000.0,0.5,3,1,1,SK8,cheadle
flat,300000.0,0.4,2,2,1,M5,salford
flat,169950.0,0.3,1,1,0,SK6,stockport
flat,255500.0,0.9,2,1,0,M5,manchester
end terrace,145000.0,,2,1,2,BL1,manchester
semi-detached,285000.0,0.8,3,3,3,BL3,bolton
semi-detached,285000.0,0.8,3,3,3,BL3,bolton
semi-detached,299950.0,,3,1,1,M25,manchester
end terrace,110000.0,1.5,2,1,1,OL9,oldham
flat,85000.0,0.3,1,1,1,M6,salford
semi-detached,210000.0,0.4,3,1,1,WN6,wigan
flat,169950.0,0.8,1,1,0,M5,manchester
semi-detached,370000.0,1.2,5,1,1,SK14,manchester
flat,129950.0,,2,1,1,BL7,bolton
flat,124950.0,0.9,2,2,1,M6,salford
detached,675000.0,0.5,4,1,2,SK4,stockport
detached,599950.0,1.0,5,3,2,SK8,cheadle
semi-detached,235000.0,,2,1,1,BL2,bolton
semi-detached,280000.0,1.5,3,1,2,M22,manchester
terraced,105000.0,,2,1,0,BL1,bolton
flat,275000.0,0.3,2,2,1,M3,salford
end terrace,140000.0,0.3,3,1,2,SK14,hyde
terraced,140000.0,1.4,3,1,2,OL12,rochdale
terraced,190000.0,,3,2,1,M26,manchester
flat,253995.0,1.3,2,2,1,M16,manchester
flat,369995.0,1.3,3,3,1,M16,manchester
detached,450000.0,0.8,4,2,3,SK6,manchester
terraced,245000.0,,2,1,2,M25,manchester
semi-detached,195000.0,1.6,2,1,2,M35,manchester
semi-detached,145000.0,0.8,3,0,0,OL11,rochdale
detached,299999.0,0.8,3,2,1,WN3,wigan
flat,264950.0,0.8,3,1,0,M5,manchester
flat,210000.0,1.9,2,2,1,M7,salford
flat,152995.0,0.7,1,1,0,M5,manchester
flat,230000.0,0.6,2,2,1,M5,salford
terraced,320000.0,1.4,3,1,1,M7,salford
terraced,289995.0,1.9,2,1,1,M28,manchester
terraced,180000.0,1.2,3,0,0,BL1,lancashire
semi-detached,149950.0,0.6,2,1,3,WN4,wigan
terraced,150000.0,1.2,3,1,2,BL1,bolton
terraced,70000.0,1.2,5,1,1,WN8,skelmersdale
terraced,95000.0,,2,1,1,OL11,rochdale
terraced,169950.0,,2,1,1,OL11,rochdale
flat,129999.0,0.5,2,1,1,M32,manchester
flat,133000.0,0.3,2,1,1,SK1,stockport
detached,675000.0,0.6,4,2,3,OL3,oldham
terraced,210000.0,0.3,3,1,0,SK6,stockport
detached,215000.0,1.0,2,1,1,SK14,hyde
detached,525000.0,0.4,4,2,2,SK2,stockport
flat,386950.0,0.4,2,2,1,M4,manchester
flat,279950.0,0.4,1,1,1,M4,manchester
detached,465000.0,2.3,5,1,3,OL4,oldham
flat,512950.0,0.4,3,2,1,M4,manchester
flat,349950.0,0.4,2,2,1,M4,manchester
flat,329950.0,0.4,2,2,1,M4,manchester
flat,277500.0,0.5,2,2,1,M4,manchester
end terrace,140000.0,2.4,3,1,1,WN8,skelmersdale
terraced,140000.0,0.2,2,2,0,M18,manchester
flat,235000.0,0.6,2,2,1,M5,salford
flat,180000.0,0.7,2,2,1,M5,salford
flat,150000.0,0.8,1,1,1,SK8,cheadle
flat,95000.0,0.3,1,1,0,M3,manchester
flat,135500.0,0.7,1,1,0,M16,manchester
flat,214995.0,0.1,1,1,0,M1,manchester
flat,539950.0,0.3,3,2,1,M4,manchester
flat,155950.0,0.6,1,1,0,M6,manchester
flat,125000.0,0.4,1,1,0,M3,manchester
flat,149995.0,0.9,1,1,1,M5,manchester
flat,269995.0,0.4,3,2,1,M4,manchester
flat,199995.0,0.4,1,1,1,M4,manchester
flat,199959.0,0.4,1,1,1,M4,manchester
flat,169995.0,1.3,1,1,1,M16,manchester
flat,239995.0,0.9,2,2,0,M5,manchester
flat,300000.0,0.3,2,2,1,M3,manchester
flat,312000.0,0.1,2,2,1,M15,manchester
flat,400000.0,0.1,3,3,1,M15,manchester
flat,325000.0,0.4,2,2,0,M4,manchester
flat,240000.0,0.4,1,1,0,M4,manchester
flat,328950.0,0.1,3,3,1,M3,manchester
flat,215000.0,0.3,1,1,1,M4,manchester
flat,355000.0,0.1,2,2,0,M1,manchester
flat,128000.0,0.4,1,1,1,M3,salford
flat,137500.0,0.4,1,1,1,M3,salford
flat,128000.0,0.4,1,1,0,M3,salford
flat,184995.0,0.9,1,1,0,M50,manchester
flat,189995.0,0.9,1,1,0,M50,manchester
flat,150000.0,0.3,2,1,1,SK2,cheshire
semi-detached,159950.0,0.7,3,1,1,BL4,bolton
flat,170000.0,2.0,2,2,1,M23,manchester
flat,248000.0,0.3,1,0,0,M3,salford
flat,153500.0,0.3,2,1,1,SK1,stockport
flat,179000.0,0.2,1,1,1,SK2,stockport
semi-detached,170000.0,0.9,2,0,0,BL5,bolton
terraced,115000.0,0.3,2,1,1,OL7,ashtonunderlyne
detached,1200000.0,0.9,4,4,3,SK7,stockport
semi-detached,190000.0,,3,1,2,M26,manchester
flat,242950.0,0.8,2,1,0,M5,manchester
flat,237995.0,0.3,2,1,0,M4,manchester
flat,270179.0,0.4,3,2,1,M5,salford
flat,244256.0,0.4,2,1,1,M5,salford
semi-detached,375000.0,0.7,3,1,2,M41,manchester
detached,325000.0,0.7,3,2,1,SK12,stockport
flat,240000.0,0.8,2,1,1,SK12,stockport
flat,289950.0,0.6,1,1,1,M4,manchester
flat,329950.0,0.6,2,2,1,M4,manchester
flat,512950.0,0.6,3,2,1,M4,manchester
flat,419000.0,0.2,2,2,1,M15,manchester
flat,475000.0,0.2,2,2,1,M15,manchester
flat,225000.0,0.2,2,2,0,M1,manchester
terraced,220000.0,3.9,2,1,2,BL0,bury
semi-detached,290000.0,0.8,3,1,2,SK6,stockport
terraced,230000.0,0.9,3,0,0,OL16,rochdale
flat,110000.0,0.2,2,0,0,M12,manchester
flat,140000.0,0.7,2,1,2,SK7,stockport
flat,60000.0,0.6,1,1,1,M20,manchester
flat,360000.0,0.3,5,1,0,M4,manchester
flat,145000.0,0.3,2,1,1,M14,manchester
semi-detached,200000.0,0.4,2,1,0,M34,manchester
flat,175000.0,0.7,1,1,1,M20,manchester
end terrace,200000.0,0.1,3,1,2,WN5,wigan
flat,77000.0,0.3,1,1,0,M3,manchester
flat,77000.0,0.3,1,1,0,M3,manchester
flat,200000.0,0.1,1,1,1,M1,manchester
flat,239950.0,0.2,2,2,0,M1,manchester
detached,500000.0,1.0,2,2,2,M41,manchester
flat,335000.0,0.3,3,3,2,M3,manchester
flat,165000.0,0.1,2,2,0,M3,salford
flat,175000.0,1.7,3,2,1,BL1,bolton
semi-detached,475000.0,,5,3,3,M27,manchester
semi-detached,470000.0,1.9,3,2,2,M33,sale
flat,66000.0,0.5,2,1,1,M19,manchester
flat,315000.0,,3,2,1,M25,manchester
flat,140000.0,0.1,1,1,1,M15,manchester
semi-detached,235000.0,0.6,2,1,1,M34,manchester
terraced,180000.0,1.1,3,1,1,WN8,skelmersdale
terraced,110000.0,0.1,3,1,1,M11,manchester
terraced,140000.0,1.2,3,1,2,BL1,bolton
terraced,100000.0,0.7,2,1,2,WN1,wigan
flat,145000.0,1.8,3,1,1,M7,salford
detached,320000.0,2.4,4,2,2,WN7,lancashire
terraced,130000.0,,3,1,2,OL4,oldham
flat,167500.0,0.6,1,1,1,M5,salford
detached,1020995.0,1.2,5,0,0,SK7,stockport
flat,360000.0,0.4,2,2,0,M15,manchester
semi-detached,220000.0,0.8,2,2,0,SK1,stockport
detached,370000.0,,4,2,1,SK15,stalybridge
flat,115000.0,1.2,1,1,1,M7,salford
flat,536320.0,0.5,3,2,0,M15,manchester
flat,329945.0,0.3,2,2,0,M4,manchester
flat,349950.0,0.3,2,2,0,M4,manchester
flat,371950.0,0.3,2,1,0,M4,manchester
flat,334949.0,0.3,2,2,0,M4,manchester
flat,512949.0,0.3,3,0,0,M4,manchester
flat,360007.0,0.5,2,0,0,M15,manchester
flat,278351.0,0.5,1,0,0,M15,manchester
end terrace,370000.0,0.4,3,2,2,M41,manchester
semi-detached,240000.0,1.4,3,1,3,BL5,bolton
terraced,125000.0,0.4,2,1,2,BL5,bolton
terraced,170000.0,0.1,3,0,0,M27,manchester
detached,300000.0,0.9,4,2,2,OL16,rochdale
flat,120000.0,0.7,1,1,1,M13,manchester
terraced,135000.0,2.6,2,1,2,WN7,leigh
terraced,190000.0,1.0,2,1,0,M13,manchester
flat,199995.0,0.3,1,1,0,M4,manchester
flat,218995.0,0.9,2,1,0,M5,manchester
flat,170000.0,0.3,2,1,1,M3,salford
end terrace,159950.0,,3,1,1,OL7,ashtonunderlyne
detached,320000.0,1.2,3,2,2,M7,salford
semi-detached,140000.0,,3,1,0,OL7,ashtonunderlyne
terraced,180000.0,,2,1,2,BL9,manchester
semi-detached,180000.0,1.5,3,1,0,M43,manchester
detached,650000.0,1.3,4,2,3,BL1,manchester
semi-detached,590000.0,0.6,3,3,0,M20,manchester
flat,65000.0,0.5,1,1,1,WA14,altrincham
semi-detached,270000.0,0.8,4,2,1,M28,manchester
flat,280000.0,0.2,1,1,1,M15,manchester
flat,156995.0,0.6,1,1,1,M5,manchester
flat,229950.0,,2,1,1,BL8,bury
terraced,180000.0,0.5,2,0,0,SK3,stockport
terraced,235000.0,,3,1,1,OL7,ashtonunderlyne
semi-detached,220000.0,1.0,3,1,2,BL3,bolton
semi-detached,180000.0,0.8,3,1,2,WN6,wigan
detached,600000.0,2.0,4,2,2,OL8,oldham
flat,295000.0,0.6,2,2,1,M4,manchester
flat,385000.0,0.2,3,3,1,M3,manchester
flat,400000.0,0.3,2,2,1,M2,manchester
detached,449995.0,0.6,4,2,2,M28,manchester
terraced,210000.0,1.1,3,1,1,M22,manchester
flat,165000.0,0.6,1,0,0,M5,manchester
flat,175000.0,0.5,1,1,1,M5,salford
semi-detached,700000.0,1.3,5,2,4,M33,sale
flat,115000.0,,2,1,1,M26,manchester
semi-detached,210000.0,1.9,3,1,1,M9,manchester
detached,285000.0,2.9,4,2,0,OL4,oldham
terraced,290000.0,1.5,3,1,2,BL7,manchester
flat,65000.0,2.0,2,1,1,WN8,skelmersdale
flat,230000.0,0.6,1,1,1,M15,manchester
flat,220000.0,0.3,2,2,1,M4,manchester
terraced,115000.0,,2,0,0,OL11,rochdale
flat,240000.0,0.3,2,1,1,M3,manchester
flat,340000.0,0.3,2,2,1,M3,manchester
flat,160000.0,0.3,1,1,1,M1,manchester
semi-detached,285000.0,0.3,3,1,0,SK2,stockport
semi-detached,295000.0,,3,2,1,BL8,bury
flat,135000.0,0.7,1,1,1,M5,salford
flat,103500.0,0.4,1,1,1,BL1,bolton
flat,100000.0,1.1,2,1,1,M28,manchester
terraced,99950.0,1.8,2,1,1,OL9,oldham
terraced,350000.0,0.2,5,3,1,M32,manchester
semi-detached,160000.0,,3,1,1,M26,manchester
flat,215000.0,0.5,1,1,1,SK7,stockport
flat,85000.0,1.1,2,2,1,OL11,rochdale
flat,172500.0,1.9,1,1,1,M33,sale
semi-detached,325000.0,0.8,2,1,1,SK8,cheadle
terraced,130000.0,3.2,2,1,1,WN7,manchester
flat,100000.0,0.3,2,1,1,M6,manchester
